EMG,EMG integral
0.0109863,0.0422241
-0.00427246,0.0418213
-0.0964355,0.0425537
0.0805664,0.0432678
0.0012207,0.0432373
-0.0390625,0.0432129
-0.0012207,0.0429382
0.0439453,0.0433044
0.0518799,0.0437317
0.0689697,0.0437317
-0.010376,0.0437134
0.012207,0.0434998
0.0567627,0.0438782
0.00488281,0.0436096
-0.0244141,0.0434998
0.00183105,0.0433044
0.00183105,0.0423828
0.0299072,0.0422424
0.00305176,0.0417542
-0.0323486,0.0419617
0.0665283,0.042627
0.0299072,0.0416016
0.0598145,0.0416382
-0.0213623,0.041687
-0.0109863,0.0412537
0.0140381,0.0410095
0.0598145,0.0415405
-0.0317383,0.0403015
0.0415039,0.0400208
-0.0134277,0.0393433
-0.0354004,0.0393982
0.0213623,0.0385498
0.0671387,0.0384766
0.0427246,0.0388916
0.0567627,0.0392639
0.0396729,0.0396545
0.00488281,0.0395569
0.0689697,0.0400208
0.0384521,0.0402405
-0.020752,0.0401184
-0.020752,0.0398743
0.0830078,0.0403564
-0.0213623,0.040271
-0.0219727,0.040271
-0.0158691,0.0403198
0.00244141,0.0393433
-0.00366211,0.0384338
0.0140381,0.0383789
0.0311279,0.0372375
-0.0189209,0.0372986
0.00488281,0.037262
0.0317383,0.0369751
-0.00854492,0.0369019
-0.0115967,0.0367432
0.0109863,0.0365479
0.0543213,0.0361633
-0.0262451,0.0361877
-0.0115967,0.0357727
0.055542,0.0353027
-0.00488281,0.0347351
0.0415039,0.0344238
-0.0231934,0.0338135
0.00488281,0.0332642
0.0177002,0.0333923
-0.0140381,0.0334412
-0.0109863,0.0325317
0.0488281,0.0327576
-0.0286865,0.0326843
-0.0708008,0.032959
0.00610352,0.0323608
0.0701904,0.0326721
-0.0115967,0.0323486
-0.0299072,0.0322388
0.0201416,0.0321167
0.00366211,0.0318665
-0.0170898,0.031604
0.0305176,0.0313232
0.0427246,0.0308228
-0.0140381,0.030957
0.0335693,0.0309143
-0.0244141,0.0307678
-0.00976563,0.0304688
0.0268555,0.0301941
-0.00671387,0.0298035
-0.0231934,0.0295349
-0.0323486,0.0287292
-0.0360107,0.0288574
-0.00854492,0.0288269
-0.0201416,0.0287537
-0.0592041,0.0292236
-0.0115967,0.0292542
-0.00915527,0.0291138
0.00610352,0.0289978
-0.0262451,0.0289001
-0.00366211,0.0288696
0.0476074,0.0282288
0.0415039,0.028363
-0.00549316,0.0277405
0.0286865,0.0276367
0.0201416,0.0276245
0.0170898,0.0276855
0.00732422,0.0277161
-0.0170898,0.0269226
-0.0390625,0.0265076
-0.0402832,0.0268982
-0.00366211,0.0265442
-0.0012207,0.0265442
-0.0335693,0.0264404
-0.00305176,0.0259521
0.0878906,0.0261414
0.0976563,0.0270142
0.0817871,0.02771
-0.0299072,0.0274414
0.00671387,0.0274597
0.00976563,0.0273132
0.0274658,0.0275696
-0.0366211,0.0279175
-0.117798,0.0287964
-0.0561523,0.0293274
-0.0323486,0.0293274
-0.0341797,0.0290039
-0.0158691,0.0288635
-0.00671387,0.0283325
0.00183105,0.0281372
-0.0305176,0.0283325
-0.0317383,0.0285095
-0.0445557,0.0283569
-0.0689697,0.0287292
-0.0384521,0.0286987
-0.0177002,0.0287415
0.0128174,0.0285156
-0.0109863,0.0284119
-0.0256348,0.0279968
-0.00427246,0.0276123
0.0384521,0.0274292
0.00854492,0.0271179
-0.0250244,0.0273193
-0.0140381,0.02677
-0.0189209,0.0265747
-0.0177002,0.0265442
0.00854492,0.0264221
-0.045166,0.0260437
0.00610352,0.0258911
-0.0250244,0.0259216
-0.0219727,0.0259827
-0.0115967,0.0260742
-0.00671387,0.0261047
-0.0219727,0.0261841
-0.0164795,0.0260376
-0.0231934,0.0260803
-0.0201416,0.0262329
0.00305176,0.025946
-0.043335,0.0262939
-0.010376,0.0262817
0.0476074,0.0266479
0.020752,0.0263123
-0.0744629,0.0267944
-0.0311279,0.0269897
0.0250244,0.0266846
0.0354004,0.0269897
0.00976563,0.0266724
-0.0390625,0.0268311
-0.0323486,0.0271057
-0.0238037,0.0271667
-0.00793457,0.0271057
-0.0158691,0.0271545
-0.0177002,0.0268433
0.00610352,0.0266174
-0.0170898,0.0260803
-0.00244141,0.0260437
0.0189209,0.025531
0.0262451,0.0256775
-0.0299072,0.0256775
-0.03479,0.025824
0.010376,0.0258911
-0.00366211,0.0257568
-0.0531006,0.0259827
-0.0585938,0.0261414
-0.0378418,0.0263794
-0.043335,0.0264771
-0.0238037,0.0264709
-0.00366211,0.0264099
-0.0616455,0.0267578
-0.00488281,0.0267395
0.00427246,0.0265503
-0.0402832,0.0266296
-0.0274658,0.0265442
0.00732422,0.026532
-0.0317383,0.0266479
-0.032959,0.0263855
-0.00366211,0.0263062
-0.0537109,0.0267517
-0.0158691,0.0268494
-0.0280762,0.0268677
-0.0268555,0.0270996
0.0152588,0.0267761
-0.0158691,0.0265198
0.00183105,0.0264832
-0.0238037,0.0264343
0.0292969,0.0265259
0.0720215,0.0270752
-0.0195313,0.0271973
-0.0817871,0.0278442
-0.0543213,0.0279968
-0.0140381,0.0277344
-0.00244141,0.0277222
-0.0109863,0.0278198
-0.0671387,0.0281555
-0.0012207,0.0281372
-0.00732422,0.0273315
0.0793457,0.0271484
-0.0421143,0.0267517
0.0311279,0.0267639
0.0500488,0.0271973
-0.00854492,0.0271851
-0.00366211,0.026947
-0.0170898,0.0267517
0.0189209,0.0257629
0.00549316,0.0252563
0.0213623,0.0251465
-0.0128174,0.0249329
0.00915527,0.0248657
0.0585938,0.0253845
-0.0170898,0.0255371
-0.0134277,0.0253662
0,0.0250488
-0.0134277,0.0247375
0.0140381,0.0241882
-0.032959,0.0241333
-0.0109863,0.0240662
-0.00244141,0.0239624
-0.00427246,0.0238953
-0.045166,0.0240906
0.00793457,0.0241272
-0.0152588,0.0238953
0.00366211,0.0238464
-0.00732422,0.0236694
0.0109863,0.0236389
0.0231934,0.0236816
-0.00183105,0.0235229
-0.00549316,0.0234924
0.0311279,0.0233521
0.0311279,0.0236023
-0.0274658,0.0236267
0.0231934,0.0236389
0.0274658,0.0237976
-0.0341797,0.0240723
0.0177002,0.0240295
-0.00183105,0.0238831
0.0170898,0.023822
0.0299072,0.0239197
0.0140381,0.0240295
-0.00793457,0.0236755
0.0415039,0.0239868
-0.00549316,0.0235657
0.0408936,0.0237671
0.0341797,0.0233643
-0.0177002,0.02323
-0.0183105,0.0231628
0.0469971,0.0232788
0.0292969,0.0234741
-0.0372314,0.0234558
-0.0500488,0.0236328
0.0323486,0.0237183
-0.0823975,0.0244629
-0.0140381,0.0244446
-0.0787354,0.0250549
-0.0640869,0.0256348
-0.0476074,0.0259399
-0.0231934,0.0261475
-0.0476074,0.0264343
-0.0646973,0.0268188
-0.0408936,0.0269287
0.0012207,0.026593
-0.0238037,0.0267273
-0.00488281,0.0267395
0.0201416,0.0264099
0.088501,0.026709
-0.0897217,0.0272278
-0.0274658,0.0270691
0.0366211,0.0271973
0.0170898,0.0273315
0.0012207,0.0267273
-0.0360107,0.0270386
-0.0195313,0.0271912
0.010376,0.0268921
0.0158691,0.0267761
0.0128174,0.0268311
0.0189209,0.0267029
0.012207,0.0264954
-0.00549316,0.0265137
-0.0274658,0.0262512
-0.0134277,0.0262268
-0.0256348,0.0262024
-0.0250244,0.0261841
-0.0244141,0.0262756
-0.0268555,0.0263855
-0.0311279,0.0266785
0.0195313,0.0266357
-0.0244141,0.0265869
0.0213623,0.0260803
0.0195313,0.0260803
-0.0390625,0.0256531
0.0665283,0.0257751
0.0335693,0.0259705
-0.00427246,0.0259888
-0.0286865,0.0261658
-0.0201416,0.0256958
-0.0140381,0.025824
0.00183105,0.025769
-0.00183105,0.0249939
-0.0183105,0.0247559
-0.0469971,0.0249146
-0.0219727,0.0246338
0.0439453,0.0249878
-0.0128174,0.0250793
0.0219727,0.0251282
0.0292969,0.0252319
0.065918,0.0258362
0.0842285,0.0264648
0.0750732,0.0270874
0.0756836,0.0277527
0.0366211,0.027533
0.0177002,0.0275391
-0.0341797,0.0277466
-0.0146484,0.0278931
-0.0378418,0.0281372
-0.0915527,0.0289124
-0.0549316,0.0291321
0.000610352,0.0290283
0.00671387,0.029071
-0.0299072,0.0293274
0.067749,0.0295532
0.0854492,0.0303284
0.0604248,0.03078
-0.057373,0.0313171
0.0585938,0.0318298
-0.0823975,0.0325439
0.0488281,0.0328003
0.0390625,0.0331726
0.045166,0.0335693
0.115967,0.0344177
0.0585938,0.0346924
-0.0195313,0.034613
-0.0665283,0.0350464
0.0714111,0.0354858
-0.0146484,0.0352905
-0.125732,0.0363708
-0.109253,0.0374451
-0.126343,0.0385376
-0.0665283,0.0389038
-0.0604248,0.0393677
-0.0500488,0.0397888
-0.0250244,0.039624
0.0488281,0.0400574
-0.0170898,0.0398193
-0.00488281,0.0395264
-0.00854492,0.0394348
-0.00854492,0.0393372
0.0372314,0.0392395
-0.0396729,0.0393433
-0.00671387,0.0390381
-0.0140381,0.038678
-0.0366211,0.0387207
-0.0457764,0.0383545
-0.0256348,0.0384705
-0.012207,0.0378052
-0.0598145,0.0377625
-0.043335,0.0377197
-0.0177002,0.0376648
0.00305176,0.0372192
0.00366211,0.0366089
-0.00183105,0.0362183
-0.0531006,0.0367371
0.0457764,0.0369568
0.0183105,0.0370911
0.00732422,0.0369629
0.00366211,0.0361145
-0.0469971,0.0356873
-0.000610352,0.0354187
0.0274658,0.0353271
-0.0616455,0.0357727
0.0268555,0.0360291
-0.00427246,0.0357117
-0.101318,0.0365295
0.020752,0.0366333
-0.00854492,0.0365601
-0.0128174,0.0365601
-0.00915527,0.0364624
-0.0494385,0.0368347
-0.0372314,0.0371521
0.00427246,0.0369202
0.0189209,0.0369751
-0.0415039,0.0371338
-0.0189209,0.0370728
-0.0115967,0.0369446
0.00305176,0.0367065
0.00915527,0.0364868
-0.0140381,0.0364319
-0.0244141,0.0364319
-0.0256348,0.0364746
0.0158691,0.036438
-0.0177002,0.0362244
-0.0634766,0.0361938
-0.0866699,0.0367249
-0.045166,0.0371338
-0.0665283,0.0375122
-0.0604248,0.037915
-0.0299072,0.0380737
-0.0341797,0.0383972
0.0415039,0.0387939
-0.0878906,0.0394897
-0.00915527,0.0391113
0.0506592,0.0393982
-0.0213623,0.0391724
-0.0158691,0.0392029
-0.0292969,0.0392761
-0.00976563,0.0390808
-0.0195313,0.0386169
-0.0396729,0.0381714
-0.0250244,0.0376709
-0.0183105,0.0370972
-0.0244141,0.0369751
-0.043335,0.0372314
-0.0231934,0.0371216
-0.0415039,0.0373901
-0.0146484,0.0371582
-0.0592041,0.0368347
-0.00244141,0.0363098
-0.0244141,0.0365479
-0.0292969,0.0367737
-0.0384521,0.0368591
-0.0396729,0.0365784
0.00976563,0.0358215
-0.00854492,0.0353027
-0.0500488,0.0352295
-0.0445557,0.0350891
0.0170898,0.034436
-0.0726318,0.0346741
-0.0268555,0.034552
0.0317383,0.0344177
-0.055542,0.0338135
-0.0610352,0.0338379
-0.0549316,0.0341919
-0.010376,0.0336304
-0.0341797,0.0332581
-0.0323486,0.0334351
-0.0518799,0.0326965
0.012207,0.0317261
-0.0299072,0.0307617
-0.0769043,0.0308655
-0.055542,0.0308167
0.0268555,0.0305847
-0.0250244,0.0305847
-0.0506592,0.030603
-0.0720215,0.0311523
-0.0402832,0.0315063
0.012207,0.031543
-0.0463867,0.0319214
-0.0537109,0.0320862
-0.00488281,0.0317383
-0.0189209,0.0318604
-0.0421143,0.0321411
-0.00549316,0.0318298
-0.0274658,0.0316467
-0.0292969,0.0316833
-0.0604248,0.0321655
-0.0274658,0.031842
-0.0250244,0.0316589
-0.0524902,0.0320068
-0.0518799,0.0324951
-0.0445557,0.0329041
-0.0299072,0.0331848
-0.0317383,0.0329712
-0.0219727,0.0327332
-0.00854492,0.0326355
-0.0231934,0.0327942
-0.0164795,0.0329224
-0.0286865,0.0327393
0.0219727,0.0329529
0.0756836,0.0334351
-0.0445557,0.0332642
-0.0976563,0.0339722
0.0299072,0.0342285
-0.0396729,0.0336121
-0.0268555,0.0336731
-0.0421143,0.0340088
-0.0421143,0.0343018
-0.0982666,0.0351929
0.00976563,0.0347961
-0.0567627,0.0349915
-0.0628662,0.0355774
-0.00671387,0.0354553
0.000610352,0.0350464
-0.0262451,0.0351196
-0.0238037,0.0352417
-0.0195313,0.0354065
-0.00549316,0.0353699
-0.0170898,0.0354004
-0.0323486,0.0354797
-0.00549316,0.0352783
-0.0878906,0.0359985
-0.0579834,0.0364014
-0.0354004,0.0361206
-0.065918,0.0359131
-0.055542,0.0360168
-0.0384521,0.0357361
0.0189209,0.035321
-0.00671387,0.0350891
-0.00732422,0.0348206
-0.0372314,0.0347778
-0.0183105,0.034082
-0.00854492,0.0340759
-0.0567627,0.034137
0.0152588,0.0340759
-0.109863,0.0350159
-0.0482178,0.0352051
0.00244141,0.0351318
-0.043335,0.0353699
-0.00183105,0.0349915
-0.0317383,0.0350586
-0.0415039,0.0352905
-0.0256348,0.0353027
-0.0152588,0.035022
-0.0427246,0.0352173
-0.0689697,0.0354919
-0.0177002,0.0355225
0.0213623,0.035144
-0.0488281,0.0356079
-0.0177002,0.0355408
-0.0262451,0.0355103
0.0012207,0.0351379
0.00183105,0.0347595
-0.0134277,0.0347961
-0.0274658,0.0349854
0.00915527,0.0345764
0.0219727,0.0343506
0.0195313,0.034375
-0.0244141,0.0338928
-0.0964355,0.0345886
0,0.0342712
0.00244141,0.0337402
-0.0372314,0.0335022
-0.0518799,0.0334717
-0.057373,0.0339417
-0.0268555,0.0338684
-0.0500488,0.0340454
-0.0274658,0.0338013
0.00854492,0.0337646
-0.045166,0.0339172
0,0.0331482
-0.0274658,0.0328674
0.0115967,0.0327148
0.0012207,0.0324768
-0.0183105,0.0321533
0.0238037,0.0316711
0.0384521,0.0316528
-0.0744629,0.0322754
-0.00915527,0.0319031
-0.0152588,0.0315186
-0.0524902,0.0319946
-0.0341797,0.0321472
-0.0231934,0.031958
-0.0793457,0.0326965
-0.0384521,0.0328064
-0.0665283,0.0331787
-0.0134277,0.0327087
-0.00427246,0.0324768
-0.0744629,0.0329712
-0.0128174,0.0325745
0,0.0320557
-0.032959,0.0319397
-0.0177002,0.0318176
-0.0402832,0.0319031
-0.0115967,0.0317993
0.0231934,0.0319458
-0.0134277,0.0318481
-0.0390625,0.032074
-0.0299072,0.0320862
-0.0354004,0.0322205
-0.00427246,0.0315063
-0.0183105,0.0312439
-0.0189209,0.0304565
-0.0250244,0.0304077
-0.0335693,0.0303467
-0.0396729,0.0304749
-0.0170898,0.0302246
-0.0183105,0.0299866
-0.065918,0.0296631
-0.045166,0.0300171
0.00488281,0.0294983
-0.0317383,0.029187
-0.0238037,0.0293579
-0.00427246,0.0293945
-0.0195313,0.0293274
0.0219727,0.0293091
0.0134277,0.029248
-0.135498,0.0305481
0,0.0303772
0.0238037,0.0302917
-0.0836182,0.031073
-0.0317383,0.0305115
-0.0250244,0.0301819
0.0140381,0.0299683
-0.00793457,0.0293884
-0.0354004,0.029187
-0.0238037,0.0290405
-0.0335693,0.029187
-0.0238037,0.0293579
0.00305176,0.0293152
-0.0311279,0.0292542
-0.0482178,0.0295532
-0.0372314,0.0298401
0.00427246,0.0293152
0.0323486,0.0294861
0.0177002,0.0285645
-0.0177002,0.0282593
-0.012207,0.0283569
-0.0146484,0.0280701
-0.00366211,0.0280884
-0.0457764,0.0282288
-0.0189209,0.0280029
-0.0317383,0.028064
-0.109253,0.0290039
-0.0195313,0.028772
-0.0140381,0.0282227
-0.0158691,0.0282043
-0.0164795,0.0281555
-0.00976563,0.0277649
-0.0408936,0.0279968
-0.0231934,0.0279663
-0.0146484,0.0281006
-0.0445557,0.0285278
0.00427246,0.0284363
-0.0372314,0.0285339
-0.0372314,0.0288147
-0.0238037,0.028833
-0.00183105,0.028656
-0.0152588,0.0285645
-0.00915527,0.0276917
-0.0231934,0.0279236
-0.00610352,0.0279602
0.0128174,0.0277161
0.0592041,0.0277893
0.0561523,0.0277771
0.00244141,0.027533
-0.00183105,0.0270508
-0.0262451,0.0270386
-0.0421143,0.0273743
-0.045166,0.0273743
-0.0958252,0.0283325
-0.115967,0.0292175
-0.110474,0.0302063
-0.0787354,0.0309814
-0.0683594,0.0314819
-0.0830078,0.032074
0.00366211,0.0317261
-0.057373,0.0315552
-0.0445557,0.0319092
-0.0317383,0.032074
-0.0415039,0.0319641
-0.0415039,0.0320374
-0.022583,0.0320313
0.0244141,0.0314819
0.00488281,0.0311462
0.0360107,0.0308411
0.0286865,0.0309937
0.0152588,0.0311035
0.0378418,0.0307373
0.0726318,0.0313354
0.043335,0.0317688
0.0164795,0.031604
-0.00793457,0.0315063
-0.111084,0.0322144
-0.0689697,0.0327881
-0.0390625,0.0329468
-0.0598145,0.0334106
-0.0994873,0.0340149
-0.0598145,0.034314
-0.088501,0.034845
-0.0610352,0.0354126
-0.0720215,0.0359497
0,0.0357605
-0.0750732,0.036261
-0.107422,0.0369995
-0.0982666,0.0375854
-0.0952148,0.0383667
-0.0878906,0.0390625
-0.0592041,0.0389954
-0.0286865,0.0388306
-0.0427246,0.039209
-0.00183105,0.0389099
0,0.0386719
-0.0720215,0.0393494
-0.0231934,0.039386
-0.0177002,0.0393433
-0.0549316,0.0397583
-0.0616455,0.0390198
-0.0177002,0.0391968
-0.0482178,0.0394409
-0.0390625,0.0389954
-0.00427246,0.0387207
-0.0146484,0.0386169
-0.032959,0.0388062
-0.0305176,0.039032
0.00183105,0.0386963
-0.022583,0.0386841
-0.0146484,0.0384949
-0.0134277,0.0383911
-0.0457764,0.0388184
0.0134277,0.0386414
-0.0427246,0.0385864
-0.0512695,0.0387268
-0.0262451,0.0389465
0.00976563,0.0387207
0.0482178,0.0390259
-0.0732422,0.0395813
-0.116577,0.040625
0.0488281,0.0409668
0.0158691,0.0410889
-0.137939,0.0420105
-0.127563,0.0430969
-0.140991,0.0441895
-0.150146,0.0445984
-0.136719,0.0457703
-0.149536,0.0471252
-0.194092,0.0489075
-0.116577,0.0499084
-0.131836,0.0511292
-0.169067,0.0524109
-0.0634766,0.0528137
-0.0469971,0.0531372
-0.098877,0.0536804
-0.020752,0.0538452
-0.0439453,0.0539124
0.0378418,0.0539185
-0.0384521,0.0540649
-0.0390625,0.0544373
-0.0793457,0.0550781
-0.0604248,0.0555908
-0.0457764,0.0558167
-0.0805664,0.0565613
-0.0506592,0.0569397
-0.0750732,0.0570984
-0.0872803,0.0574097
-0.0848389,0.0582336
0.0604248,0.0588196
0.0762939,0.0593201
0.0286865,0.0591858
-0.112915,0.0598633
-0.0518799,0.0594238
0.0823975,0.0590881
0.133667,0.0593201
-0.0897217,0.0594299
0.0982666,0.059729
0.0872803,0.0597717
0.0891113,0.0606262
-0.00915527,0.060144
-0.113525,0.0608337
-0.0744629,0.061261
-0.231323,0.0631592
-0.298462,0.0657288
-0.189819,0.0674011
-0.231323,0.0694702
-0.178833,0.0712097
-0.249023,0.0733398
-0.0714111,0.0737671
-0.126343,0.0748779
-0.0872803,0.0753723
0.0341797,0.0749878
-0.0244141,0.0747986
-0.197144,0.0766052
-0.151367,0.0780396
-0.0158691,0.0770874
0.139771,0.0777954
0.0311279,0.0777161
-0.0646973,0.0777649
-0.167847,0.0784485
-0.0628662,0.078479
0.0317383,0.0779114
-0.0982666,0.0782837
-0.12207,0.0787842
-0.175171,0.0805359
-0.12085,0.0809937
0.222168,0.0821411
0.192261,0.0830811
0.289917,0.0850281
0.267334,0.0868225
0.0341797,0.0865723
-0.00244141,0.0863098
0.162354,0.0875061
0.0994873,0.0884827
-0.27832,0.0912659
-0.343628,0.0939819
-0.0592041,0.094342
-0.147095,0.095636
0.00915527,0.0951782
-0.00305176,0.0945923
0.205078,0.0964661
0.289307,0.098877
0.10437,0.09953
0.067749,0.100165
0.182495,0.101843
0.0317383,0.101831
0.0299072,0.101825
0.0177002,0.101984
0.0622559,0.10238
0.241699,0.104651
0.0958252,0.105475
-0.0567627,0.105585
0.267334,0.108124
0.454102,0.112238
0.34668,0.115192
0.00183105,0.114948
-0.139771,0.116248
-0.516968,0.120935
-0.103149,0.121234
-0.142212,0.12149
-0.341187,0.124414
-0.412598,0.128381
-0.00732422,0.127075
0.0012207,0.125812
-0.17395,0.126141
0.0994873,0.125635
0.302734,0.127295
0.175781,0.127557
0.0616455,0.126233
0.0640869,0.125708
-0.178223,0.126172
-0.0115967,0.124597
0.0183105,0.124146
-0.228271,0.125958
-0.0518799,0.125488
-0.0762939,0.126044
0.00732422,0.125677
-0.0720215,0.126019
-0.0482178,0.126117
-0.144043,0.127167
-0.0427246,0.126801
0.159302,0.127789
0.00549316,0.127386
-0.00244141,0.126605
0.00793457,0.126178
0.109253,0.12652
0.19165,0.127563
0.13855,0.128101
0.24231,0.129919
-0.0671387,0.129828
-0.0427246,0.129968
-0.0323486,0.129163
0.169067,0.130334
-0.0262451,0.129773
0.0671387,0.129108
0.285034,0.131061
0.311279,0.133191
-0.0170898,0.132489
0.24231,0.134021
-0.0799561,0.134729
-0.236816,0.135962
-0.090332,0.136121
-0.332642,0.137134
-0.440063,0.13855
-0.457153,0.141223
-0.189819,0.140808
0.116577,0.140186
-0.0201416,0.137897
0.057373,0.137756
0.227051,0.138763
-0.0311279,0.138202
-0.117188,0.139032
-0.0646973,0.139435
-0.124512,0.138708
-0.0335693,0.137531
-0.136719,0.138739
-0.0701904,0.138043
-0.0115967,0.137848
0.0158691,0.13736
0.222168,0.137903
0.224609,0.13952
-0.0897217,0.1401
0.0164795,0.139282
0.0445557,0.138507
0.0610352,0.137366
0.119629,0.137354
-0.0250244,0.135382
0.0286865,0.133746
0.0982666,0.13183
0.10437,0.1302
-0.0933838,0.130792
-0.126343,0.132031
-0.0164795,0.130573
-0.117798,0.130756
-0.126343,0.129236
-0.195923,0.127759
-0.220337,0.12937
-0.0585938,0.128485
0.0286865,0.12868
0.128784,0.129938
-0.163574,0.129523
0.123901,0.127869
0.0543213,0.127368
0.100098,0.127692
0.0158691,0.126025
0.130615,0.127014
-0.151367,0.128229
-0.186157,0.129913
0.0482178,0.129773
0.189819,0.129254
0.045166,0.128748
-0.078125,0.128961
-0.0585938,0.126874
0.0115967,0.122449
0.0793457,0.119775
-0.0402832,0.12016
0.00427246,0.118805
-0.0762939,0.114398
-0.0518799,0.113885
-0.0848389,0.113312
-0.00915527,0.109991
-0.0543213,0.106409
-0.0323486,0.106659
-0.0817871,0.107465
-0.0524902,0.10625
-0.065918,0.105914
-0.0408936,0.103296
-0.223999,0.103778
-0.185547,0.105017
0.0366211,0.104742
-0.0970459,0.103931
-0.140991,0.105225
-0.150757,0.106549
0.114746,0.105414
-0.00732422,0.104968
0.0836182,0.105042
0.0946045,0.105914
0.0738525,0.105933
0.159912,0.10705
0.170898,0.107318
0.140381,0.108295
0.0793457,0.107495
0.0506592,0.107947
0.0872803,0.108795
0.0415039,0.109131
0.109253,0.109131
0.0177002,0.107391
-0.341187,0.109418
-0.152588,0.108521
0.0231934,0.108081
-0.0799561,0.108453
-0.0195313,0.108325
-0.0744629,0.107379
-0.0378418,0.107495
0.00427246,0.106866
0.108032,0.105096
-0.0640869,0.102625
-0.10376,0.103491
-0.140991,0.102478
-0.00183105,0.101697
-0.357056,0.102899
-0.266724,0.104663
0.0244141,0.101581
-0.145264,0.0986328
-0.125122,0.0953125
-0.0238037,0.0936523
0.0598145,0.0930847
-0.0537109,0.0934204
0.0610352,0.093457
0.0646973,0.0918335
-0.0524902,0.0920471
0.388184,0.0947571
0.131836,0.0954285
0.0598145,0.0947815
-0.0836182,0.095282
0.10498,0.0949646
-0.0909424,0.0951721
-0.106201,0.0961182
-0.00854492,0.0960449
-0.0518799,0.094342
0.0720215,0.0928162
0.106201,0.092981
0.194092,0.0947571
0.106812,0.0953796
0.0268555,0.0950378
-0.0335693,0.0941772
-0.0292969,0.09422
-0.211182,0.0960449
-0.476685,0.0998291
-0.161743,0.100403
-0.0805664,0.100275
-0.420532,0.103217
-0.294189,0.105994
-0.0982666,0.105798
-0.0683594,0.105219
-0.0897217,0.104156
-0.202026,0.103973
-0.0286865,0.103674
0.0238037,0.103625
-0.214844,0.104486
0.261841,0.105469
0.0756836,0.104987
0.0109863,0.104553
0.213013,0.105682
0.0384521,0.105908
-0.0445557,0.105048
-0.03479,0.103882
-0.0427246,0.102448
-0.0982666,0.102948
-0.159302,0.102643
0.446777,0.106659
-0.255127,0.108429
-0.0152588,0.107996
0.375977,0.111639
0.100098,0.111847
0.294189,0.114386
0.402832,0.118372
0.350342,0.121112
0.238037,0.122974
0.0708008,0.122833
-0.0592041,0.123334
0.43396,0.12713
-0.253906,0.129346
-0.681763,0.135345
-0.288086,0.137701
-0.333862,0.140381
-0.368042,0.143652
-0.287476,0.144287
-0.53833,0.147815
-0.0787354,0.148236
0.0817871,0.148083
-0.196533,0.148639
-0.0341797,0.147473
0.0213623,0.146539
-0.157471,0.148041
-0.10437,0.148248
-0.122681,0.148529
0.0628662,0.148419
-0.236206,0.149182
0.349121,0.150964
0.591431,0.155475
0.3479,0.15816
0.0408936,0.158063
0.0415039,0.157605
0.424194,0.161432
0.292358,0.163263
-0.0250244,0.163336
-0.12207,0.161145
-0.244141,0.162061
-0.32959,0.165125
-0.0421143,0.164746
0.528564,0.169836
0.505981,0.174152
0.483398,0.178607
0.116577,0.17973
0.15686,0.180219
0.349121,0.183069
-0.301514,0.185046
-0.469971,0.188336
0.0274658,0.188593
-0.728149,0.192303
-0.604248,0.195679
-0.420532,0.19964
-0.581665,0.204004
-0.137329,0.204126
0.0860596,0.204749
0.057373,0.204724
-0.128174,0.205469
-0.125732,0.206116
-0.248413,0.207953
0.169678,0.209125
0.344238,0.208685
0.140991,0.208777
0.012207,0.208301
0.792847,0.215393
0.203247,0.216376
-0.524902,0.220715
0.123291,0.220886
0.181885,0.22262
-0.0415039,0.222516
-0.0683594,0.222479
0.0366211,0.221783
0.372925,0.223572
0.254517,0.225049
-0.372925,0.22851
0.469971,0.232874
0.283813,0.235419
0.0415039,0.233722
-0.459595,0.233551
-0.529175,0.237225
-0.472412,0.241144
-0.287476,0.239813
0.324707,0.240118
0.0311279,0.239447
-0.334473,0.242108
-0.239258,0.243604
0.27832,0.244366
0.0683594,0.244763
0.067749,0.245203
-0.12207,0.244275
-0.15686,0.243225
-0.202026,0.244489
0.163574,0.246014
0.17334,0.245618
0.142212,0.246655
0.0256348,0.246466
0.142212,0.24754
-0.162964,0.248743
-0.335083,0.251111
-0.195923,0.251477
-0.343018,0.250439
-0.231934,0.250208
-0.0891113,0.250946
-0.0848389,0.248035
0.0665283,0.247699
0.493774,0.249695
0.22644,0.247931
0.267944,0.247107
0.19104,0.246637
0.0567627,0.246497
0.166016,0.247565
0.291748,0.246143
0.067749,0.244281
-0.282593,0.240289
-0.227661,0.239685
-0.3479,0.239825
-0.200806,0.238153
-0.0488281,0.235767
-0.396118,0.234344
-0.280762,0.236365
-0.217896,0.237726
-0.480957,0.24057
-0.090332,0.241132
0.145874,0.242377
0.0567627,0.24137
0.03479,0.240674
-0.0518799,0.239966
0.29541,0.242291
0.088501,0.240814
0.330811,0.240631
0.424194,0.238959
-0.0213623,0.235693
-0.166016,0.236945
-0.159912,0.238129
0.237427,0.236261
-0.10437,0.234381
-0.302734,0.237158
-0.0811768,0.236749
-0.161743,0.235925
-0.0921631,0.233551
0.516968,0.2383
0.401611,0.23703
-0.106201,0.233032
-0.482178,0.23302
-0.204468,0.233899
0.130615,0.233636
-0.449829,0.234644
0.0543213,0.232172
0.163574,0.229108
0.510864,0.233942
0.545044,0.232111
-0.218506,0.228253
-0.234375,0.226392
0.308228,0.223657
0.0256348,0.22254
-0.6604,0.228284
-0.78125,0.235522
-0.709229,0.241333
-0.452271,0.244598
-0.147095,0.243585
