EMG,EMG integral
-0.166626,0.124817
-0.135498,0.12442
-0.0866699,0.124921
-0.0738525,0.125085
-0.0463867,0.123328
-0.0158691,0.12301
-0.0231934,0.120721
-0.0683594,0.119232
-0.106201,0.117267
-0.0531006,0.116602
0.0317383,0.115668
-0.101929,0.116534
0.0177002,0.116211
-0.0384521,0.115973
-0.0506592,0.114929
-0.0695801,0.113403
-0.057373,0.111713
0.00915527,0.108386
-0.0720215,0.106177
-0.0976563,0.102521
-0.0964355,0.103198
-0.124512,0.103241
-0.0189209,0.102271
0.0183105,0.10116
0.00915527,0.101068
-0.136719,0.100812
-0.196533,0.101892
-0.149536,0.101843
-0.148315,0.102905
-0.145264,0.101752
-0.206909,0.10246
-0.24231,0.103625
-0.151978,0.103485
-0.159302,0.104218
-0.0787354,0.104706
-0.0671387,0.105273
-0.0689697,0.10575
-0.0958252,0.105994
-0.00854492,0.104645
-0.00610352,0.104108
-0.0268555,0.104254
-0.0939941,0.104523
-0.0408936,0.103369
-0.00305176,0.103058
-0.0817871,0.102856
0.0183105,0.100848
-0.0384521,0.0985718
-0.0512695,0.0984314
0.0976563,0.0974182
-0.0366211,0.0963562
-0.057373,0.0959412
-0.128174,0.0953552
-0.0585938,0.0943115
-0.0695801,0.0938904
-0.235596,0.0936768
-0.192261,0.0935608
-0.192261,0.0947815
-0.112915,0.0944031
-0.0299072,0.0924805
-0.0360107,0.0922485
0.057373,0.0917664
0.010376,0.0913818
-0.0250244,0.0909302
-0.0415039,0.0905823
-0.13855,0.0913452
-0.0939941,0.0910278
-0.127563,0.0922546
-0.223389,0.0940063
-0.223389,0.094635
-0.266113,0.0943848
-0.189209,0.0945496
-0.115356,0.0947266
-0.123901,0.0949524
-0.0750732,0.09422
-0.0811768,0.0941101
-0.0701904,0.09422
-0.0585938,0.0942566
-0.0561523,0.0946899
-0.147095,0.0949097
-0.0970459,0.0958008
-0.134888,0.0966553
-0.0390625,0.0968445
-0.0708008,0.0962463
-0.0848389,0.0966614
-0.0665283,0.0972595
-0.117798,0.0967651
-0.0921631,0.0964233
-0.0817871,0.0955261
-0.108643,0.0931519
-0.0860596,0.0918213
-0.145264,0.0920227
-0.119629,0.0915527
-0.0683594,0.0915955
-0.057373,0.091571
-0.0506592,0.090155
-0.0177002,0.0891602
-0.123901,0.0898865
-0.120239,0.0905945
-0.0866699,0.0909119
-0.180054,0.0912659
-0.159912,0.0911987
-0.161133,0.0914551
-0.111084,0.0916992
-0.20874,0.0930481
-0.0683594,0.0932678
-0.0646973,0.0937561
-0.0195313,0.0937195
0.0231934,0.0932678
-0.0964355,0.0931702
-0.0732422,0.0933716
-0.0262451,0.0933167
-0.0665283,0.0929626
-0.0878906,0.0936646
-0.0897217,0.0941772
-0.109863,0.0947693
-0.160522,0.0956787
-0.0494385,0.0955994
-0.194702,0.0974548
-0.0708008,0.0974426
-0.128784,0.0977539
-0.170288,0.0984924
-0.101318,0.0982605
-0.125732,0.0993286
-0.166626,0.100812
-0.057373,0.101294
-0.0164795,0.100092
-0.111694,0.0992432
-0.0512695,0.0982605
-0.0305176,0.0970825
-0.0427246,0.0960571
-0.0598145,0.0945862
0.0128174,0.0922913
0.134888,0.0921204
0.0634766,0.0911621
-0.126953,0.0916443
-0.0891113,0.091864
-0.10437,0.092218
-0.0921631,0.0921814
-0.150757,0.0936035
-0.162354,0.095166
-0.179443,0.0966919
-0.239868,0.0981506
-0.101318,0.0987549
-0.0640869,0.0993652
0.0476074,0.0990234
-0.0549316,0.0993896
0.0201416,0.0992065
-0.0579834,0.0992737
-0.17395,0.100037
-0.130005,0.10097
-0.133057,0.101727
-0.186768,0.102313
-0.209961,0.103827
-0.102539,0.104156
-0.175171,0.103552
0.0604248,0.102234
-0.0177002,0.100488
-0.152588,0.100885
0.0439453,0.101025
-0.202026,0.102686
-0.101929,0.103131
-0.0146484,0.103174
-0.151367,0.104437
-0.158691,0.105609
-0.220337,0.106427
-0.0854492,0.106342
0.0805664,0.105872
-0.0231934,0.10387
-0.0152588,0.101788
-0.0384521,0.0995117
0.20752,0.0996948
-0.0476074,0.0990173
-0.164795,0.0994263
-0.0732422,0.099408
-0.078125,0.0993774
-0.0927734,0.0996033
-0.0384521,0.0994019
-0.140991,0.10025
-0.0250244,0.0990295
-0.150757,0.0995667
-0.0311279,0.0985291
-0.0866699,0.0990051
-0.00183105,0.0983154
-0.143433,0.0989014
-0.105591,0.099292
-0.0665283,0.0987793
-0.0604248,0.0984619
-0.118408,0.0988281
-0.160522,0.0993469
